,age,workclass,fnlwgt,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,y_predict,education-num,age-times-hours
13903,20,6,5206,0,5,0,4,1,0,0,49,1,10,800
13904,24,7,2095,2,10,3,4,1,0,0,39,0,8,722
13905,13,4,11606,0,3,0,4,1,0,0,39,0,8,562
13906,12,4,17197,1,3,3,4,1,55,0,39,0,8,545
13907,1,0,19865,1,0,3,4,0,0,0,14,0,6,149
13908,44,6,1867,0,10,0,4,1,0,0,54,1,15,1209
13909,13,4,22006,0,14,0,4,1,0,0,24,0,12,377
13910,24,4,15245,0,3,0,4,1,0,0,44,0,8,797
13911,12,4,21385,1,13,1,4,0,0,0,39,0,10,545
13912,11,6,491,1,5,3,4,1,104,0,44,1,10,586
13913,36,1,1397,0,11,0,4,1,0,0,39,1,12,890
13914,56,6,21514,0,10,0,4,1,0,0,27,1,15,864
13915,8,4,17091,1,5,1,2,1,0,0,34,0,5,428
13916,13,4,22770,1,11,1,4,1,0,0,39,0,8,562
13917,21,4,13252,0,10,0,4,1,0,0,39,1,9,683
13918,34,4,26974,2,4,1,4,0,0,0,39,0,8,863
13919,6,7,3161,1,1,3,1,0,0,0,51,0,12,560
13920,56,6,6223,0,4,0,4,1,12,0,1,0,15,71
13921,20,7,10920,1,11,1,4,0,0,0,29,0,9,526
13922,55,4,11700,2,12,4,4,0,0,0,27,0,12,856
13923,13,6,12852,2,10,4,2,0,0,0,39,0,9,562
13924,6,4,11573,0,12,0,4,1,0,0,39,0,12,445
13925,10,4,8442,1,7,1,4,1,0,0,39,0,5,513
13926,5,4,15673,1,6,1,4,1,0,0,42,0,8,456
13927,11,4,15293,0,4,0,4,1,0,0,49,1,12,638
13928,13,4,13172,0,3,0,4,1,0,0,41,1,8,586
13929,4,4,11361,0,6,0,4,1,0,0,39,0,6,414
13930,18,4,17942,1,10,1,4,1,101,0,39,1,12,638
13931,25,4,4143,0,6,0,4,1,0,0,49,0,12,882
13932,14,4,25640,0,12,0,4,1,0,0,39,0,9,579
13933,12,4,2688,0,8,2,1,0,0,0,39,0,8,545
13934,18,4,3955,2,1,1,4,0,0,0,39,0,8,638
13935,10,0,243,0,0,5,1,0,0,0,9,0,12,149
13936,9,4,15707,2,12,3,4,0,0,0,27,0,9,366
13937,28,6,13322,0,12,0,4,1,56,0,39,0,10,782
13938,10,4,25307,1,1,2,4,0,0,0,39,0,9,513
13939,22,4,4926,1,12,1,4,0,101,0,49,1,12,833
13940,54,4,10228,3,4,2,4,0,0,0,39,0,12,1101
13941,5,2,8366,1,4,3,4,0,0,0,24,0,9,288
13942,34,4,9039,0,3,0,4,1,0,0,49,0,5,1023
13943,31,4,1021,2,8,1,4,0,0,0,29,0,10,654
13944,31,4,11991,1,1,1,4,1,0,0,39,0,8,823
13945,4,4,3640,1,8,1,4,0,0,0,63,0,8,619
13946,38,5,4072,0,1,5,4,0,0,0,9,0,8,288
13947,16,4,2378,1,14,1,4,1,0,0,59,0,8,843
13948,18,4,23142,0,4,0,4,1,0,0,49,1,8,763
13949,5,4,19174,1,1,3,4,1,0,0,39,0,8,430
13950,5,4,17668,1,8,1,4,0,0,0,34,0,9,385
13951,16,0,13463,1,0,1,4,0,0,0,29,0,3,473
13952,2,4,2451,1,7,3,4,0,0,0,29,0,9,298
13953,6,4,1041,1,7,1,4,1,0,0,39,0,3,445
13954,12,4,15384,1,4,1,4,0,0,0,54,0,8,705
13955,58,4,16601,2,12,1,4,0,0,0,35,1,9,1066
13956,37,6,4515,0,3,5,0,0,0,65,14,0,4,400
13957,43,0,26691,0,0,0,4,1,0,0,39,1,14,979
13958,73,4,22522,1,8,3,4,1,0,0,9,0,9,438
13959,17,4,19478,0,3,5,2,0,0,0,69,0,8,974
13960,3,4,14798,1,3,3,2,0,0,0,39,0,8,396
13961,7,2,25275,1,1,1,4,0,0,0,37,0,8,442
13962,7,4,21165,1,12,4,4,0,0,0,44,0,12,513
13963,28,2,22486,0,13,0,2,1,79,0,39,0,9,782
13964,12,4,5971,1,10,1,4,0,0,0,39,1,13,545
13965,30,7,14542,0,4,0,4,1,0,0,39,1,8,808
13966,7,4,27200,1,12,4,4,0,0,0,49,0,8,562
13967,12,4,5430,1,11,4,4,1,0,0,34,0,8,484
13968,29,4,21810,0,10,0,4,1,0,0,39,1,9,796
13969,49,4,16540,3,12,4,4,0,0,0,19,0,13,610
13970,24,4,27173,0,14,0,2,1,0,0,39,1,11,722
13971,15,4,9915,0,3,0,4,1,0,51,39,1,8,595
13972,34,4,8170,0,14,0,4,1,0,0,44,0,4,946
13973,12,4,12851,0,12,0,4,1,0,0,39,0,8,545
13974,12,4,18043,0,3,0,4,1,0,0,39,0,8,545
13975,22,6,27815,0,3,0,2,1,0,0,39,0,8,695
13976,48,4,14852,0,10,0,4,1,115,0,39,1,13,1038
13977,40,6,43,0,12,0,4,1,0,63,69,0,13,1305
13978,23,4,8377,0,3,0,4,1,0,0,39,0,8,709
13979,43,4,23461,2,7,1,4,0,0,0,39,0,8,979
13980,29,7,6624,0,10,0,4,1,0,0,39,1,13,796
13981,2,4,16900,1,12,1,4,0,0,0,39,0,8,382
13982,30,4,24667,0,4,5,4,0,0,0,54,1,11,1034
13983,22,4,11258,2,8,4,4,0,0,0,39,0,4,695
13984,15,0,28499,2,0,1,2,0,0,0,39,0,8,595
13985,13,4,23611,0,12,0,4,1,0,0,64,0,8,833
13986,3,4,19679,1,6,3,4,1,0,0,24,0,8,269
13987,3,0,26112,1,0,4,4,0,0,0,34,0,7,354
13988,45,4,28299,0,12,0,4,1,0,0,43,0,8,1072
13989,27,0,17636,0,0,5,4,0,0,0,39,0,8,766
13990,21,4,14566,2,12,1,4,1,0,0,49,1,8,818
13991,41,2,5055,0,10,0,4,1,0,0,39,1,13,954
13992,27,4,12659,0,4,0,4,1,98,0,49,1,12,915
13993,28,4,571,2,10,1,4,1,119,0,49,1,13,931
13994,10,4,9926,1,6,1,4,1,0,0,37,0,9,489
13995,34,4,2265,2,10,1,4,0,0,0,47,0,10,994
13996,35,1,27378,0,10,0,4,1,112,0,39,1,13,878
13997,17,4,18931,1,1,4,4,0,0,0,39,0,8,623
13998,24,4,14826,2,4,1,4,0,0,0,39,0,8,722
13999,13,2,24772,0,11,0,4,1,0,0,39,0,9,562
14000,27,4,25896,0,3,0,2,1,0,0,37,1,9,734
14001,11,4,13979,1,3,3,2,1,0,0,39,0,8,530
14002,24,4,28426,1,3,4,4,1,0,0,39,0,8,722
14003,43,4,20506,0,7,0,2,1,0,0,39,0,8,979
14004,27,5,19076,0,12,0,4,1,0,0,49,1,8,915
14005,23,1,11029,2,1,1,4,0,0,0,39,0,8,709
14006,24,4,21023,0,3,0,4,1,0,0,39,0,8,722
14007,32,4,15399,2,3,3,4,1,0,0,29,0,10,665
14008,9,4,22587,1,8,1,4,1,0,0,59,0,8,695
14009,16,4,27123,1,1,2,4,0,0,0,31,0,8,501
14010,45,4,3766,0,4,5,4,0,68,0,34,0,12,905
14011,28,4,10516,0,1,0,2,1,0,0,39,1,9,782
14012,35,4,7525,0,10,5,4,0,122,0,34,1,15,789
14013,9,4,18461,0,3,0,4,1,0,0,39,0,8,495
14014,30,4,15173,2,3,4,4,1,0,0,39,1,8,808
14015,24,4,9855,2,4,4,4,0,0,0,39,0,13,722
14016,21,4,23331,0,14,0,4,1,0,0,49,1,8,818
14017,15,4,9767,0,4,0,4,1,0,0,39,1,13,595
14018,48,0,5520,3,0,4,4,0,0,0,39,0,12,1038
14019,33,4,4321,0,14,0,4,1,0,0,39,0,8,849
14020,15,6,10313,0,5,0,4,1,79,0,64,0,8,878
14021,2,4,7083,1,6,3,4,1,0,0,39,0,8,382
14022,16,4,2062,0,6,0,4,1,0,0,59,0,8,843
14023,17,4,3044,0,3,0,4,1,0,0,39,0,1,623
14024,43,4,14620,2,8,1,4,0,0,0,39,0,5,979
14025,8,4,1834,1,10,1,4,0,0,0,39,0,12,478
14026,30,4,14761,0,14,0,2,1,0,0,39,0,6,808
14027,7,1,5487,0,1,0,4,1,0,0,39,0,8,459
14028,21,4,25446,2,13,4,4,0,0,0,39,1,13,683
14029,20,4,7638,0,13,0,1,1,0,51,71,1,12,1067
14030,2,4,10153,1,6,2,4,1,0,0,24,0,9,255
14031,7,4,2570,1,13,1,1,1,0,0,39,0,13,459
14032,35,4,137,2,3,4,4,1,0,0,81,0,8,1352
14033,70,0,4772,3,0,1,4,0,0,0,2,0,8,144
14034,10,8,998,1,5,3,4,0,0,0,39,0,8,513
14035,29,4,7140,0,3,0,4,1,95,0,39,1,8,796
14036,16,4,19684,2,4,4,4,1,0,92,47,1,9,702
14037,28,4,10063,2,1,4,2,0,0,0,49,0,8,931
14038,18,4,7531,0,7,0,4,1,0,0,39,0,10,638
14039,41,4,27655,0,14,0,2,1,0,0,59,0,6,1230
14040,28,2,22525,0,10,5,2,0,0,0,49,1,13,931
14041,24,4,24030,2,10,1,4,1,73,0,44,0,12,797
14042,23,4,19270,0,14,0,4,1,0,0,19,0,8,396
14043,19,4,4537,2,13,1,4,1,0,0,39,0,10,654
14044,48,6,25336,0,7,0,4,1,0,0,39,0,8,1038
14045,3,4,11459,1,6,3,4,1,0,0,34,0,8,354
14046,13,7,1675,1,1,1,4,0,0,0,39,0,9,562
14047,43,0,9888,0,0,0,4,1,0,0,29,0,12,782
14048,35,4,25299,0,13,0,4,1,98,0,37,1,12,841
14049,9,4,4713,1,3,2,2,1,0,0,19,0,15,277
14050,18,7,1567,0,13,0,4,1,0,0,44,0,10,699
14051,28,4,5236,2,4,4,4,0,84,0,44,0,9,859
14052,28,4,5283,0,4,0,4,1,0,0,44,1,10,859
14053,23,7,8415,0,1,0,4,1,0,0,39,0,9,709
14054,14,5,19597,0,3,0,4,1,0,25,44,0,11,637
14055,43,7,22058,0,10,0,4,1,0,0,49,1,15,1136
14056,30,0,25181,0,0,0,4,1,0,0,44,1,12,888
14057,22,4,13693,0,12,0,4,1,0,0,39,0,12,695
14058,16,4,24093,0,12,0,4,1,0,0,44,1,12,672
14059,14,4,25535,0,13,0,2,1,0,0,45,0,11,649
14060,4,4,9147,1,11,3,4,1,0,0,39,0,9,414
14061,13,4,11067,0,3,0,4,1,0,0,44,0,8,620
14062,16,4,19585,1,3,1,4,1,0,0,39,0,8,610
14063,18,4,992,1,8,1,4,0,0,0,29,0,9,498
14064,36,6,2914,0,4,5,4,0,0,0,78,0,3,1338
14065,48,5,24867,0,12,0,4,1,106,0,39,1,12,1038
14066,28,4,14155,0,12,0,4,1,98,0,39,1,8,782
14067,8,4,2053,2,1,4,4,0,0,0,39,0,10,478
14068,26,4,13488,0,10,0,4,1,0,0,39,1,9,753
14069,19,4,9468,0,7,5,4,0,0,0,39,0,3,654
14070,20,7,17913,2,10,1,4,0,0,0,49,0,12,800
14071,16,4,18576,1,7,4,2,1,0,0,39,0,9,610
14072,31,4,24294,2,4,1,4,0,0,0,39,0,9,823
14073,2,0,4768,1,0,3,4,1,3,0,29,0,9,298
14074,29,6,14972,0,5,0,4,1,112,0,49,1,8,948
14075,4,4,4484,1,3,1,4,1,0,0,39,0,8,414
14076,45,5,11532,0,4,0,4,1,0,51,54,1,12,1219
14077,33,2,11915,0,1,5,4,0,0,0,39,1,8,849
14078,16,4,20359,1,7,1,4,1,0,0,45,0,12,682
14079,23,4,15253,2,7,4,4,1,0,0,39,0,8,709
14080,21,4,12469,2,8,3,4,1,0,0,24,0,10,457
14081,11,4,20391,1,3,3,1,1,0,0,44,0,8,586
14082,31,4,11642,0,10,0,4,1,0,0,39,1,13,823
14083,35,4,13450,2,3,1,4,1,0,0,46,0,8,993
14084,27,6,4008,0,5,0,4,1,72,0,70,0,9,1170
14085,8,4,13351,1,1,3,4,0,0,0,39,0,8,478
14086,42,1,8614,0,1,0,2,1,95,0,37,1,12,929
14087,18,4,20825,0,3,0,4,1,0,0,39,0,8,638
14088,9,4,12142,0,1,0,4,1,0,0,39,0,8,495
14089,10,4,27728,0,4,0,4,1,0,0,39,0,8,513
14090,27,5,9638,1,10,1,4,1,101,0,49,1,14,915
14091,13,4,10728,0,3,0,4,1,0,0,54,0,8,726
14092,17,1,6967,2,8,1,4,0,0,0,39,0,8,623
14093,33,2,3758,0,10,0,4,1,0,0,44,1,13,931
14094,13,4,17487,1,12,1,4,0,0,0,49,0,12,676
14095,24,4,28340,0,14,0,2,1,0,0,39,0,3,722
14096,44,2,10142,3,1,1,4,0,0,0,39,0,8,991
14097,12,4,20022,0,12,0,4,1,0,0,49,1,9,657
14098,16,4,27620,1,4,1,4,1,0,0,49,1,13,726
14099,16,4,20661,0,4,0,4,1,0,0,39,1,13,610
14100,14,4,17049,2,3,1,4,1,0,0,44,0,9,637
14101,26,6,23770,0,10,0,4,1,0,0,59,1,14,1032
14102,1,4,17961,1,6,3,4,1,0,0,19,0,7,195
14103,24,4,12011,1,1,1,4,1,0,0,51,0,12,894
14104,19,4,23767,0,12,0,4,1,0,0,49,1,12,782
14105,25,6,25570,2,3,1,4,1,0,0,39,0,10,738
14106,32,4,1279,0,4,0,4,1,0,0,59,1,8,1122
14107,1,4,11679,1,10,1,4,0,0,0,39,0,8,362
14108,19,2,7521,0,11,0,4,1,0,0,67,0,9,994
14109,9,6,15594,1,4,4,4,1,0,0,14,0,9,211
14110,8,4,27089,1,8,1,4,0,71,0,24,0,9,323
14111,15,4,6867,0,3,0,4,1,0,0,39,1,9,595
14112,20,4,11470,1,3,1,4,1,0,0,39,0,9,669
14113,14,2,19311,0,3,0,4,1,0,0,50,0,12,701
14114,1,4,18692,1,5,1,4,1,0,0,47,0,2,424
14115,21,4,826,0,3,0,4,1,0,0,59,0,8,943
14116,39,1,3360,2,10,1,4,1,0,0,47,0,13,1063
14117,41,6,26162,0,12,0,4,1,0,0,24,1,11,657
14118,20,4,16784,1,6,1,4,1,0,0,39,0,8,669
14119,24,4,18758,0,4,0,4,1,0,0,54,1,12,933
14120,42,4,7102,0,10,0,1,1,0,0,39,0,12,967
14121,28,4,15109,1,7,3,4,1,0,0,39,0,8,782
14122,43,4,28033,2,1,1,4,0,0,0,37,0,8,943
14123,14,4,2214,2,12,1,4,0,0,0,39,0,8,579
14124,11,4,26573,1,1,4,2,0,0,0,39,0,9,530
14125,44,4,14513,3,8,1,2,1,0,0,39,0,6,991
14126,35,2,19623,0,10,5,4,0,0,0,39,0,9,878
14127,5,4,25828,1,6,3,4,1,0,0,15,0,3,192
14128,24,4,2573,0,12,0,4,1,0,0,62,0,10,1033
14129,15,4,18211,0,7,0,4,1,0,0,49,1,8,709
14130,12,4,21431,1,13,4,2,0,0,0,39,0,9,545
14131,11,0,8201,1,0,2,4,1,0,0,39,0,9,530
14132,13,4,22616,1,12,4,2,0,0,0,39,0,11,562
14133,34,4,21613,0,10,5,4,0,0,0,49,1,8,1023
14134,12,0,28506,1,0,3,2,1,0,0,39,0,6,545
14135,58,4,14738,0,11,0,2,1,87,0,49,1,6,1276
14136,29,4,9901,2,12,1,4,0,0,0,78,0,9,1263
14137,36,4,12828,0,8,0,4,1,0,0,39,1,8,890
14138,25,4,8849,0,3,0,4,1,98,0,49,1,8,882
14139,24,4,11537,2,14,1,4,1,0,0,47,0,12,838
14140,8,4,10217,1,14,1,1,1,0,0,39,0,8,478
14141,10,4,15154,0,10,0,4,1,0,0,39,1,15,513
14142,30,4,11801,0,3,0,4,1,0,0,42,1,9,857
14143,36,4,13461,0,4,0,4,1,0,0,49,1,9,1051
14144,36,5,15327,0,4,0,4,1,0,0,44,1,8,975
14145,21,4,20886,0,3,0,4,1,0,0,44,0,8,750
14146,25,4,315,0,4,0,4,1,95,0,49,1,11,882
14147,13,4,23340,0,3,0,4,1,0,0,39,0,2,562
14148,40,2,21668,1,4,1,4,1,0,0,39,1,12,943
14149,54,6,16694,0,12,0,4,1,0,80,51,1,8,1266
14150,4,4,24119,1,7,3,4,1,0,0,39,0,8,414
14151,18,4,10029,2,10,1,4,0,0,0,39,0,9,638
14152,47,4,21897,0,12,0,4,1,0,0,49,1,8,1178
14153,4,4,20669,1,5,1,4,1,0,0,49,0,0,498
14154,24,4,5759,3,14,1,4,0,108,0,59,1,8,998
14155,5,4,14677,1,7,1,4,1,0,0,39,0,9,430
14156,22,5,24055,2,3,1,4,1,55,0,39,0,9,695
14157,21,5,7828,0,12,0,4,1,0,0,49,1,9,818
14158,25,4,6299,2,1,4,4,0,55,0,39,0,8,738
14159,15,4,8795,0,12,0,4,1,0,50,39,1,12,595
14160,23,4,18181,2,12,1,4,0,0,0,39,0,8,709
14161,5,4,9056,1,12,3,1,0,0,0,39,0,8,430
14162,12,4,13438,0,8,5,4,0,63,0,34,0,8,484
14163,1,4,1095,1,8,3,4,0,0,0,24,0,6,244
14164,15,4,5135,2,8,4,3,0,0,0,69,0,9,928
14165,14,4,27504,0,8,0,4,1,0,67,34,0,6,515
14166,20,4,22946,1,1,2,4,0,0,0,39,0,12,669
14167,17,4,3340,2,8,4,2,0,0,0,39,0,7,623
14168,14,4,17055,1,14,1,4,1,0,0,49,0,8,691
14169,13,4,1935,1,1,1,4,1,0,0,39,0,8,562
14170,0,4,10406,1,12,3,4,0,0,0,14,0,5,140
14171,11,2,16501,2,8,4,4,0,0,0,39,0,8,530
14172,14,4,26732,1,7,3,2,1,0,0,39,0,8,579
14173,15,6,7984,1,4,1,3,1,0,0,19,0,8,329
14174,29,2,22600,0,10,0,4,1,0,0,39,1,9,796
14175,18,4,8281,1,10,3,4,1,0,23,39,1,13,638
14176,5,4,7028,1,1,3,4,0,0,0,39,0,12,430
14177,3,5,3781,1,3,3,4,1,0,0,17,0,9,195
14178,3,0,19606,1,0,3,4,1,0,0,24,0,9,269
14179,19,5,13327,0,3,0,4,1,95,0,44,1,9,715
14180,17,4,19941,2,3,1,4,1,0,0,39,0,4,623
14181,34,4,25967,0,4,0,4,1,0,0,69,1,13,1247
14182,6,4,23972,2,11,1,2,1,0,0,39,0,8,445
14183,0,4,13899,1,8,2,4,1,0,0,14,0,5,140
14184,19,7,19642,0,10,0,4,1,95,0,39,1,15,654
14185,31,4,11734,0,10,0,4,1,0,0,39,1,8,823
14186,16,4,19537,0,4,0,4,1,0,51,44,1,12,672
14187,24,4,17162,2,6,1,4,1,0,0,47,0,6,838
14188,38,6,24732,0,4,0,4,1,70,0,9,1,13,288
14189,8,4,14602,1,8,1,4,0,0,0,39,0,9,478
14190,35,4,19495,0,8,0,4,1,0,0,34,1,9,789
14191,30,6,20598,0,4,0,4,1,0,0,49,1,8,964
14192,19,4,11718,0,6,0,4,1,0,0,39,0,12,654
14193,18,4,775,0,10,0,4,1,112,0,59,1,14,882
14194,4,4,28485,1,8,1,2,0,0,0,49,0,8,498
14195,26,2,23878,2,1,1,4,0,0,0,33,0,12,663
14196,29,7,9778,2,13,1,3,0,0,0,47,0,9,918
14197,19,4,12026,1,1,3,4,1,0,0,64,0,8,960
14198,6,4,5749,1,10,3,4,0,28,0,24,0,11,299
14199,15,4,17197,1,14,3,4,1,0,0,44,0,8,654
14200,23,4,12526,1,10,4,4,0,0,0,23,0,10,459
14201,25,4,11993,0,10,0,1,1,0,0,49,1,15,882
14202,1,0,6360,1,0,3,3,0,0,0,19,0,9,195
14203,1,4,6822,1,8,3,4,0,0,0,15,0,8,160
14204,24,4,5699,1,7,3,4,1,110,0,47,1,8,838
14205,35,7,23701,2,10,4,4,0,0,49,49,0,13,1038
14206,9,4,19892,0,8,0,4,1,0,0,52,0,8,632
14207,40,4,23403,1,3,1,4,1,0,29,34,0,4,847
14208,1,0,25801,1,0,3,4,0,0,0,2,0,8,14
14209,14,4,16320,0,4,0,4,1,0,0,49,1,12,691
14210,10,4,7295,0,12,0,4,1,0,0,73,1,12,859
14211,18,4,2641,0,3,0,4,1,0,0,44,0,8,699
14212,25,6,6823,0,3,0,4,1,0,0,39,0,8,738
14213,25,1,20149,1,1,1,4,0,0,0,39,0,9,738
14214,52,1,1777,2,10,1,4,0,0,0,4,0,13,189
14215,8,4,21056,0,7,2,4,1,0,0,39,0,6,478
14216,1,4,15332,1,8,3,4,1,0,0,29,0,9,285
14217,30,2,13642,1,3,1,4,1,0,0,39,0,8,808
14218,11,4,18179,1,13,3,4,1,0,0,39,0,12,530
14219,7,4,14973,1,10,3,4,1,0,0,39,0,11,459
14220,5,4,4014,1,8,3,4,0,0,0,19,0,9,239
14221,24,5,2942,0,4,0,4,1,0,0,49,1,8,867
14222,4,4,20717,1,8,2,2,1,0,0,39,0,8,414
14223,34,4,22876,0,12,0,4,1,0,0,47,0,9,994
14224,18,4,25202,0,4,0,2,1,0,0,49,1,8,763
14225,41,7,24415,0,10,0,4,1,0,0,39,1,12,954
14226,26,2,13179,0,5,0,4,1,0,0,39,0,9,753
14227,3,4,20815,1,8,1,4,0,0,0,34,0,9,354
14228,32,7,3069,2,10,1,4,0,109,0,59,1,15,1122
14229,30,2,21223,0,4,0,2,1,0,0,39,1,12,808
14230,16,4,13353,0,7,0,4,1,60,0,39,0,8,610
14231,34,7,4033,2,4,4,4,0,0,0,37,0,11,830
14232,26,4,2832,1,3,1,4,0,0,0,45,0,8,842
14233,5,4,23402,1,4,1,4,0,0,0,39,0,12,430
14234,17,4,26180,0,4,0,4,1,0,30,47,0,9,719
14235,26,4,2464,0,1,5,4,0,0,0,39,0,8,753
14236,25,2,20915,0,10,0,4,1,52,0,49,1,12,882
14237,19,2,15061,2,10,4,3,0,0,0,29,0,6,513
14238,2,4,19806,1,8,3,4,1,0,0,39,0,4,382
14239,2,0,1029,1,0,3,4,0,6,0,39,0,9,382
14240,9,4,23925,1,3,3,4,1,0,0,49,0,9,604
14241,21,4,267,0,5,0,4,1,0,0,42,0,8,720
14242,43,4,11950,2,13,1,4,1,0,15,49,0,9,1136
14243,6,4,4492,0,7,0,4,1,0,0,39,0,4,445
14244,5,4,7024,1,12,3,4,1,0,0,17,0,9,215
14245,24,4,18670,0,14,0,4,1,0,0,39,0,3,722
14246,3,4,960,1,12,3,4,0,0,0,39,0,8,396
14247,18,4,6383,1,7,1,2,1,0,0,39,0,10,638
14248,11,4,18808,1,4,1,2,1,0,0,39,0,6,530
14249,36,4,20421,0,3,0,4,1,0,0,39,1,8,890
14250,19,4,9078,0,1,5,2,0,0,0,39,0,10,654
14251,35,4,18344,0,12,5,4,0,0,0,59,0,8,1161
14252,26,7,10957,0,10,5,4,0,0,0,39,1,12,753
14253,6,4,1461,0,8,0,4,1,0,0,29,0,12,351
14254,22,4,23869,2,6,1,4,0,0,0,36,0,8,655
14255,15,4,16452,0,10,0,4,1,0,0,59,0,14,823
14256,15,4,27553,0,5,0,4,1,0,0,34,0,5,530
14257,5,4,16031,1,6,3,4,1,0,0,29,0,12,339
14258,9,4,9205,0,4,0,4,1,0,0,39,0,12,495
14259,19,4,23696,0,4,0,4,1,0,0,69,1,13,1014
14260,15,4,24894,0,3,0,4,1,0,0,39,0,8,595
14261,13,4,25933,1,12,4,4,1,0,0,59,0,9,782
14262,22,4,7917,1,14,1,4,1,0,0,39,0,12,695
14263,64,4,5723,3,8,1,1,0,0,0,5,0,2,262
14264,12,4,8668,0,3,0,4,1,0,0,49,0,8,657
14265,48,4,4619,2,12,1,4,0,0,0,39,0,11,1038
14266,33,4,21365,0,6,0,4,1,0,0,39,0,2,849
14267,27,4,26366,0,4,0,4,1,0,0,39,1,12,766
14268,13,4,11422,1,4,1,4,0,0,0,34,0,12,498
14269,38,6,17156,0,12,0,4,1,0,0,39,1,12,915
14270,43,1,21008,2,1,1,4,0,0,0,39,0,9,979
14271,27,4,13043,2,12,4,4,0,0,0,73,0,12,1199
14272,34,2,12264,2,8,4,4,0,0,0,39,0,3,863
14273,21,6,19022,1,8,4,4,0,0,0,39,0,9,683
14274,12,7,27843,0,4,0,4,1,52,0,39,1,9,545
14275,8,6,6632,0,5,0,4,1,0,0,64,0,8,717
14276,28,4,21780,3,7,2,1,0,0,0,39,0,13,782
14277,10,4,20229,1,8,1,4,0,0,0,29,0,12,400
14278,40,4,25284,0,10,0,4,1,0,0,39,1,9,943
14279,14,4,12257,2,8,1,4,1,0,0,27,0,8,425
14280,32,4,13339,0,7,0,4,1,0,0,39,1,8,836
14281,9,4,22004,1,1,3,4,0,0,0,39,0,11,495
14282,17,4,11074,0,7,0,4,1,0,0,44,0,8,686
14283,38,4,24006,0,3,0,4,1,0,35,44,0,8,1001
14284,16,4,26953,2,10,4,4,0,0,0,39,0,10,610
14285,2,0,13493,1,0,3,4,0,0,0,24,0,9,255
14286,4,4,15394,1,8,3,4,1,0,0,39,0,9,414
14287,5,4,18288,0,8,0,0,1,0,0,39,0,9,430
14288,2,4,539,1,12,3,4,1,0,0,34,0,8,341
14289,18,6,400,0,5,0,4,1,0,0,39,0,10,638
14290,18,4,14942,0,12,0,4,1,0,0,59,1,12,882
14291,38,4,2188,0,12,0,4,1,0,0,14,1,12,407
14292,20,4,27262,2,3,1,4,1,0,0,39,0,9,669
14293,47,4,2782,0,12,0,4,1,0,0,11,0,9,384
14294,29,4,17155,2,4,1,4,0,0,0,36,0,12,747
14295,6,4,21435,1,3,3,4,1,0,0,39,0,8,445
14296,9,4,13509,1,12,1,4,1,0,0,39,0,12,495
14297,9,4,14392,1,9,2,4,0,0,0,7,0,2,109
14298,3,4,13161,1,1,1,4,0,0,0,24,0,9,269
14299,71,6,21952,0,5,0,4,1,87,0,39,1,6,1234
14300,25,4,19979,0,10,0,4,1,0,0,39,1,12,738
14301,33,6,15963,0,3,0,4,1,0,0,35,0,3,782
14302,31,4,22063,1,12,1,4,1,0,0,69,0,9,1210
14303,23,4,14472,0,10,5,4,0,81,0,39,1,8,709
14304,30,4,14542,0,14,0,4,1,0,0,69,0,6,1197
14305,15,4,26180,0,10,0,4,1,0,0,39,1,12,595
14306,22,4,16703,0,4,0,4,1,0,0,54,0,12,898
14307,21,4,19419,0,3,0,4,1,0,0,39,1,9,683
14308,8,4,24238,1,3,1,4,1,0,0,39,0,12,478
14309,27,4,21735,0,4,0,2,1,81,0,59,1,13,1049
14310,24,4,14073,2,13,4,4,0,0,0,29,0,9,577
14311,11,4,19699,1,12,3,4,0,0,0,59,0,8,738
14312,14,4,26953,1,10,3,4,0,0,0,35,0,8,528
14313,40,6,8319,0,10,0,4,1,0,50,69,1,15,1305
14314,3,4,17812,1,10,3,4,1,0,0,24,0,9,269
14315,19,0,12725,2,0,1,4,0,0,0,39,1,9,654
14316,36,5,12093,1,4,1,4,1,0,49,49,0,11,1051
14317,54,4,28177,0,3,0,4,1,0,0,39,1,3,1101
14318,22,4,17355,0,12,5,4,0,0,0,20,0,9,405
14319,17,4,21335,0,3,0,4,1,0,0,59,1,9,863
14320,32,4,9995,0,10,0,4,1,0,0,54,1,12,1064
14321,37,2,6540,0,4,0,4,1,0,0,39,0,9,902
14322,20,4,19879,2,1,1,4,0,0,0,39,0,9,669
14323,26,6,24946,0,1,5,4,0,0,0,14,0,8,331
14324,13,4,4509,0,10,0,4,1,0,0,59,0,12,782
14325,30,2,25313,2,8,1,4,0,0,0,39,0,8,808
14326,26,4,9900,2,10,4,4,1,0,0,39,0,12,753
14327,31,4,15417,2,8,1,4,0,0,0,37,0,8,790
14328,18,4,12956,2,7,1,4,0,0,0,39,0,9,638
14329,7,4,11266,1,7,1,4,1,0,0,39,0,8,459
14330,6,4,7553,1,6,3,4,1,0,0,39,0,8,445
14331,21,4,2109,1,13,1,4,1,0,0,39,0,12,683
14332,4,4,21075,1,12,3,4,0,0,0,39,0,9,414
14333,10,6,19386,1,12,2,1,1,0,0,49,0,12,620
14334,20,2,23382,0,3,0,4,1,0,0,39,0,5,669
14335,44,4,10521,3,7,4,2,0,0,0,39,0,11,991
14336,26,2,5208,0,10,0,4,1,0,0,39,0,12,753
